# Hospital: Wilhelminenspital
# Generated: 2026-01-06 15:41:40
# Customers: 57, Caregivers: 12

# Caregiver Parameters
Daily_Working_Time     : 480
Max_Overtime           : 120
Max_Working_Time       : 2160
Max_Working_Days       : 4
Service_Caregiver_Num  : 4
Capacity               : 200
Speed                  : 0.5
continuity_benefit     : 15
Benefit_Rate(qua+2)    : 3
Unknown_Rate           : 0.2

# Caregiver-Customer Benefit Matrix
      6.00       INF       INF       INF       INF       INF
      9.00     12.00       INF       INF       INF       INF
     12.00     15.00     18.00       INF       INF       INF
     15.00     18.00     21.00     24.00       INF       INF
       INF       INF     24.00     27.00     30.00       INF
       INF       INF     27.00     30.00     33.00     36.00

# Caregiver Individual Info
ID	Qual_Level	Initial_Cost	Overtime_Cost
0	5	200.00	40.69
1	4	180.00	35.03
2	4	180.00	34.76
3	4	180.00	33.79
4	4	180.00	34.76
5	2	140.00	30.26
6	3	160.00	30.76
7	1	120.00	27.44
8	3	160.00	28.94
9	3	160.00	28.02
10	2	140.00	30.75
11	1	120.00	23.06

# Requests Info
ID	X	Y	Qual	Dur	Dem	E_hard	E_soft	L_soft	L_hard	Type
111 	   16.28	   48.23	   1	  3	 11	  188.25	  198.25	  278.25	  288.25	STOCHASTIC
119 	   16.30	   48.25	   4	  8	 12	  118.78	  128.78	  208.78	  218.78	PREORDER
125 	   16.30	   48.20	   1	 19	 16	  251.97	  261.97	  341.97	  351.97	PREORDER
127 	   16.28	   48.28	   1	  5	 11	  126.43	  136.43	  216.43	  226.43	PREORDER
132 	   16.30	   48.22	   4	 19	 16	  183.51	  193.51	  273.51	  283.51	PREORDER
142 	   16.32	   48.20	   1	 10	 13	  322.17	  332.17	  412.17	  422.17	PREORDER
164 	   16.29	   48.27	   4	 14	 14	  125.43	  135.43	  215.43	  225.43	PREORDER
184 	   16.29	   48.25	   1	 14	 14	  189.91	  199.91	  279.91	  289.91	PREORDER
198 	   16.32	   48.23	   1	  8	 12	  113.11	  123.11	  203.11	  213.11	PREORDER
215 	   16.30	   48.24	   1	 10	 13	  116.67	  126.67	  206.67	  216.67	PREORDER
246 	   16.30	   48.24	   1	  9	 13	  116.67	  126.67	  206.67	  216.67	PREORDER
250 	   16.27	   48.21	   1	 14	 14	  260.67	  270.67	  350.67	  360.67	PREORDER
277 	   16.25	   48.23	   1	  9	 13	  193.93	  203.93	  283.93	  293.93	STOCHASTIC
291 	   16.26	   48.24	   1	  4	 11	  194.09	  204.09	  284.09	  294.09	PREORDER
314 	   16.28	   48.26	   1	  4	 11	  193.57	  203.57	  283.57	  293.57	STOCHASTIC
334 	   16.34	   48.20	   1	 15	 15	  394.91	  403.42	  471.49	  480.00	PREORDER
347 	   16.27	   48.24	   1	 14	 14	  192.18	  202.18	  282.18	  292.18	STOCHASTIC
373 	   16.27	   48.27	   1	  3	 11	  196.12	  206.12	  286.12	  296.12	PREORDER
379 	   16.31	   48.21	   2	  8	 12	  249.50	  259.50	  339.50	  349.50	PREORDER
381 	   16.28	   48.22	   3	 19	 16	  186.52	  196.52	  276.52	  286.52	PREORDER
400 	   16.30	   48.21	   1	  9	 13	  181.50	  191.50	  271.50	  281.50	STOCHASTIC

Day 1:
# Requirements num: 32 (Preorder: 25, Stochastic: 7)
11  	   16.29	   48.20	   1	 20	 16	  255.30	  265.30	  345.30	  355.30	STOCHASTIC
14  	   16.27	   48.24	   1	  3	 11	  192.19	  202.19	  282.19	  292.19	PREORDER
26  	   16.26	   48.22	   1	 19	 16	  192.56	  202.56	  282.56	  292.56	PREORDER
30  	   16.27	   48.22	   1	 13	 14	  189.31	  199.31	  279.31	  289.31	PREORDER
32  	   16.27	   48.22	   4	 13	 14	  188.28	  198.28	  278.28	  288.28	PREORDER
35  	   16.29	   48.21	   1	  9	 13	  185.09	  195.09	  275.09	  285.09	PREORDER
44  	   16.30	   48.23	   1	 14	 14	  184.54	  194.54	  274.54	  284.54	STOCHASTIC
62  	   16.26	   48.27	   4	 12	 14	  199.00	  209.00	  289.00	  299.00	PREORDER
75  	   16.27	   48.24	   1	  3	 11	  191.51	  201.51	  281.51	  291.51	PREORDER
81  	   16.28	   48.25	   1	  5	 11	  192.34	  202.34	  282.34	  292.34	PREORDER
88  	   16.28	   48.23	   1	  8	 12	  189.21	  199.21	  279.21	  289.21	PREORDER
100 	   16.26	   48.25	   1	 15	 15	  195.77	  205.77	  285.77	  295.77	PREORDER
107 	   16.31	   48.21	   1	  4	 11	  319.72	  329.72	  409.72	  419.72	PREORDER
109 	   16.27	   48.28	   1	  9	 13	  198.10	  208.10	  288.10	  298.10	PREORDER
111 	   16.28	   48.23	   1	 13	 14	  188.25	  198.25	  278.25	  288.25	PREORDER
125 	   16.30	   48.20	   1	  5	 11	  251.97	  261.97	  341.97	  351.97	STOCHASTIC
132 	   16.30	   48.22	   4	 17	 15	  183.51	  193.51	  273.51	  283.51	PREORDER
202 	   16.27	   48.21	   1	 13	 14	  189.59	  199.59	  279.59	  289.59	PREORDER
204 	   16.27	   48.28	   1	  6	 12	  197.97	  207.97	  287.97	  297.97	PREORDER
235 	   16.27	   48.27	   4	 15	 15	  196.57	  206.57	  286.57	  296.57	PREORDER
250 	   16.27	   48.21	   4	 12	 14	  260.67	  270.67	  350.67	  360.67	PREORDER
268 	   16.31	   48.23	   1	 15	 15	  113.96	  123.96	  203.96	  213.96	PREORDER
279 	   16.29	   48.22	   1	 21	 17	  184.60	  194.60	  274.60	  284.60	PREORDER
295 	   16.33	   48.20	   4	  7	 12	  393.14	  401.83	  471.31	  480.00	PREORDER
303 	   16.31	   48.19	   1	 10	 13	  322.49	  332.49	  412.49	  422.49	STOCHASTIC
332 	   16.26	   48.24	   1	 16	 15	  194.77	  204.77	  284.77	  294.77	PREORDER
334 	   16.34	   48.20	   4	  5	 11	  394.91	  403.42	  471.49	  480.00	PREORDER
336 	   16.29	   48.21	   1	  7	 12	  184.40	  194.40	  274.40	  284.40	STOCHASTIC
339 	   16.27	   48.24	   1	  3	 11	  191.40	  201.40	  281.40	  291.40	STOCHASTIC
371 	   16.26	   48.26	   1	 13	 14	  196.80	  206.80	  286.80	  296.80	PREORDER
406 	   16.26	   48.27	   1	 14	 14	  198.78	  208.78	  288.78	  298.78	PREORDER
415 	   16.31	   48.21	   1	  7	 12	  180.57	  190.57	  270.57	  280.57	STOCHASTIC

Day 2:
# Requirements num: 20 (Preorder: 16, Stochastic: 4)
14  	   16.27	   48.24	   1	 11	 13	  192.19	  202.19	  282.19	  292.19	PREORDER
18  	   16.33	   48.21	   1	 14	 14	  392.42	  401.18	  471.24	  480.00	PREORDER
48  	   16.26	   48.22	   1	  8	 12	  192.02	  202.02	  282.02	  292.02	STOCHASTIC
75  	   16.27	   48.24	   1	  4	 11	  191.51	  201.51	  281.51	  291.51	PREORDER
81  	   16.28	   48.25	   1	 15	 15	  192.34	  202.34	  282.34	  292.34	STOCHASTIC
88  	   16.28	   48.23	   1	  3	 11	  189.21	  199.21	  279.21	  289.21	STOCHASTIC
115 	   16.28	   48.24	   1	 23	 17	  189.45	  199.45	  279.45	  289.45	PREORDER
127 	   16.28	   48.28	   1	 11	 13	  126.43	  136.43	  216.43	  226.43	PREORDER
184 	   16.29	   48.25	   1	  6	 12	  189.91	  199.91	  279.91	  289.91	PREORDER
198 	   16.32	   48.23	   1	  8	 12	  113.11	  123.11	  203.11	  213.11	PREORDER
268 	   16.31	   48.23	   1	  7	 12	  113.96	  123.96	  203.96	  213.96	PREORDER
339 	   16.27	   48.24	   1	 16	 15	  191.40	  201.40	  281.40	  291.40	STOCHASTIC
345 	   16.27	   48.25	   1	 11	 13	  193.72	  203.72	  283.72	  293.72	PREORDER
361 	   16.28	   48.24	   1	  4	 11	  189.19	  199.19	  279.19	  289.19	PREORDER
364 	   16.30	   48.25	   1	 10	 13	  118.75	  128.75	  208.75	  218.75	PREORDER
379 	   16.31	   48.21	   1	 14	 14	  249.50	  259.50	  339.50	  349.50	PREORDER
381 	   16.28	   48.22	   4	  9	 13	  186.52	  196.52	  276.52	  286.52	PREORDER
385 	   16.29	   48.20	   1	 11	 13	  254.82	  264.82	  344.82	  354.82	PREORDER
392 	   16.29	   48.22	   1	 10	 13	  183.90	  193.90	  273.90	  283.90	PREORDER
406 	   16.26	   48.27	   1	 21	 17	  198.78	  208.78	  288.78	  298.78	PREORDER

