# Hospital: Kaiser-Franz-Josef-Spital
# Generated: 2026-01-05 14:10:22
# Customers: 37, Caregivers: 10

# Caregiver Parameters
Daily_Working_Time     : 480
Max_Overtime           : 120
Max_Working_Time       : 2160
Max_Working_Days       : 4
Service_Caregiver_Num  : 4
Capacity               : 200
Speed                  : 0.5
continuity_benefit     : 15
Benefit_Rate(qua+2)    : 3
Unknown_Rate           : 0.2

# Caregiver-Customer Benefit Matrix
      6.00       INF       INF       INF       INF       INF
      9.00     12.00       INF       INF       INF       INF
     12.00     15.00     18.00       INF       INF       INF
     15.00     18.00     21.00     24.00       INF       INF
       INF       INF     24.00     27.00     30.00       INF
       INF       INF     27.00     30.00     33.00     36.00

# Caregiver Individual Info
ID	Qual_Level	Initial_Cost	Overtime_Cost
0	5	200.00	40.69
1	4	180.00	35.03
2	4	180.00	34.76
3	2	140.00	27.79
4	3	160.00	30.76
5	1	120.00	27.26
6	3	160.00	30.76
7	3	160.00	32.44
8	2	140.00	26.94
9	3	160.00	28.02

# Requests Info
ID	X	Y	Qual	Dur	Dem	E_hard	E_soft	L_soft	L_hard	Type
324 	   16.40	   48.17	   4	 13	 14	   60.00	   68.58	  137.26	  145.84	PREORDER
328 	   16.35	   48.16	   1	 17	 15	  256.31	  266.31	  346.31	  356.31	STOCHASTIC
363 	   16.34	   48.17	   1	  3	 11	  258.94	  268.94	  348.94	  358.94	PREORDER
402 	   16.43	   48.15	   1	 15	 15	  404.03	  411.63	  472.40	  480.00	STOCHASTIC
408 	   16.41	   48.15	   1	 10	 13	  398.45	  406.60	  471.84	  480.00	PREORDER

Day 1:
# Requirements num: 21 (Preorder: 16, Stochastic: 5)
2   	   16.34	   48.17	   1	  3	 11	  187.93	  197.93	  277.93	  287.93	PREORDER
9   	   16.44	   48.17	   1	  8	 12	  406.73	  414.05	  472.67	  480.00	STOCHASTIC
28  	   16.42	   48.16	   1	  7	 12	  402.12	  409.91	  472.21	  480.00	PREORDER
67  	   16.38	   48.15	   1	 18	 16	  324.25	  334.25	  414.25	  424.25	PREORDER
68  	   16.35	   48.17	   1	  8	 12	  254.16	  264.16	  344.16	  354.16	PREORDER
79  	   16.38	   48.15	   1	 10	 13	  323.45	  333.45	  413.45	  423.45	STOCHASTIC
102 	   16.36	   48.18	   2	  9	 13	  184.29	  194.29	  274.29	  284.29	STOCHASTIC
131 	   16.38	   48.15	   1	 10	 13	  324.09	  334.09	  414.09	  424.09	PREORDER
172 	   16.43	   48.16	   1	 15	 15	  404.29	  411.86	  472.43	  480.00	STOCHASTIC
217 	   16.42	   48.16	   1	  9	 13	  402.53	  410.28	  472.25	  480.00	PREORDER
227 	   16.37	   48.19	   1	  6	 12	  113.35	  123.35	  203.35	  213.35	PREORDER
252 	   16.34	   48.16	   1	  9	 13	  257.51	  267.51	  347.51	  357.51	PREORDER
283 	   16.41	   48.17	   1	  8	 12	  397.53	  405.78	  471.75	  480.00	PREORDER
285 	   16.35	   48.18	   1	 22	 17	  185.93	  195.93	  275.93	  285.93	PREORDER
289 	   16.36	   48.19	   1	 13	 14	  183.98	  193.98	  273.98	  283.98	PREORDER
294 	   16.35	   48.16	   1	  7	 12	  255.55	  265.55	  345.55	  355.55	PREORDER
297 	   16.40	   48.16	   1	  8	 12	  395.60	  404.04	  471.56	  480.00	PREORDER
305 	   16.41	   48.17	   1	 15	 15	  399.77	  407.79	  471.98	  480.00	PREORDER
318 	   16.39	   48.18	   1	  8	 12	   60.00	   68.39	  135.53	  143.92	STOCHASTIC
322 	   16.39	   48.18	   1	 14	 14	   60.00	   68.36	  135.23	  143.59	PREORDER
389 	   16.34	   48.17	   1	 12	 14	  256.96	  266.96	  346.96	  356.96	PREORDER

Day 2:
# Requirements num: 13 (Preorder: 10, Stochastic: 3)
6   	   16.37	   48.19	   1	 16	 15	  113.53	  123.53	  203.53	  213.53	STOCHASTIC
67  	   16.38	   48.15	   1	 14	 14	  324.25	  334.25	  414.25	  424.25	PREORDER
131 	   16.38	   48.15	   1	  7	 12	  324.09	  334.09	  414.09	  424.09	PREORDER
172 	   16.43	   48.16	   1	  3	 11	  404.29	  411.86	  472.43	  480.00	PREORDER
176 	   16.40	   48.15	   4	 14	 14	  396.30	  404.67	  471.63	  480.00	STOCHASTIC
190 	   16.38	   48.16	   4	  9	 13	  322.72	  332.72	  412.72	  422.72	PREORDER
237 	   16.36	   48.17	   4	 14	 14	  252.14	  262.14	  342.14	  352.14	PREORDER
285 	   16.35	   48.18	   4	  3	 11	  185.93	  195.93	  275.93	  285.93	STOCHASTIC
305 	   16.41	   48.17	   1	 16	 15	  399.77	  407.79	  471.98	  480.00	PREORDER
328 	   16.35	   48.16	   1	  9	 13	  256.31	  266.31	  346.31	  356.31	PREORDER
363 	   16.34	   48.17	   1	 13	 14	  258.94	  268.94	  348.94	  358.94	PREORDER
368 	   16.34	   48.17	   1	  3	 11	  259.44	  269.44	  349.44	  359.44	PREORDER
391 	   16.39	   48.17	   1	 20	 16	  393.77	  402.39	  471.38	  480.00	PREORDER

